Age,EdLevel,Employment,YearsOfExperience,Income
42,1,1,12,27200
41,2,1,10,25800
19,1,0.5,0,9650
44,2,1,25,34800
27,1,1,10,18700
24,1,1,2,13200
28,1,1,7,17700
39,2,1,20,29800
28,1,1,4,16200
31,1,1,10,20700
43,1,1,20,31700
28,1,1,5,16700
26,1,1,4,15200
25,1,1,3,14200
27,1,1,6,16700
49,2,1,24,36800
29,1,1,2,15700
36,2,1,14,25300
25,1,1,8,16700
35,1,1,10,22700
24,1,1,5,14700
31,1,1,5,18200
32,1,1,10,21200
37,1,1,10,23700
37,1,1,15,26200
34,2,1,12,23300
41,1,1,20,30700
25,1,1,2,13700
41,3,1,10,25900
44,2,1,23,33800
30,1,1,6,18200
29,1,1,5,17200
29,1,1,2,15700
29,2,1,5,17300
33,1,1,4,18700
23,2,1,2,12800
34,1,1,10,22200
52,1,1,8,30200
24,1,1,8,16200
23,1,1,2,12700
28,1,1,6,17200
58,1,1,33,45700
29,1,1,6,17700
29,1,1,4,16700
63,3,1,40,51900
22,1,1,0,11200
34,1,1,11,22700
32,2,1,6,19300
30,1,1,9,19700
29,1,1,6,17700
24,1,1,2,13200
29,1,1,5,17200
50,1,1,23,36700
24,1,1,4,14200
45,1,1,23,34200
23,1,1,2,12700
41,2,1,11,26300
29,1,1,6,17700
54,2,1,23,38800
33,3,1,5,19400
49,2,1,23,36300
29,2,1,8,18800
25,1,1,1,13200
39,1,1,17,28200
28,1,1,9,18700
39,1,1,3,21200
43,1,1,23,33200
29,1,1,5,17200
29,1,1,12,20700
20,2,1,2,11300
68,2,1,46,57300
32,2,1,2,17300
34,2,1,7,20800
29,3,1,11,20400
31,1,1,12,21700
30,2,1,6,18300
37,2,1,12,24800
33,2,1,7,20300
28,1,1,5,16700
40,2,1,8,24300
35,2,1,12,23800
50,1,1,28,39200
27,1,1,2,14700
34,2,0,0,17200
39,2,1,19,29300
33,1,1,11,22200
30,2,1,6,18300
28,1,1,5,16700
27,1,1,5,16200
54,1,1,10,32200
25,1,1,1,13200
41,2,1,12,26800
31,1,1,13,22200
35,2,1,8,21800
32,1,1,10,21200
47,1,1,23,35200
32,2,1,7,19800
35,2,1,9,22300
43,3,1,10,26900
40,1,1,17,28700
41,2,1,22,31800
21,1,1,5,13200
27,1,1,7,17200
32,2,0,0,16200
34,1,1,4,19200
29,2,0.5,0,14750
24,1,1,2,13200
24,1,1,1,12700
32,1,1,3,17700
36,1,1,13,24700
58,2,1,36,47300
48,1,1,25,36700
25,1,1,4,14700
29,1,1,8,18700
26,1,1,3,14700
31,1,1,3,17200
27,2,1,4,15800
49,2,1,20,34800
24,1,1,0,12200
34,1,1,10,22200
27,1,1,5,16200
24,1,1,2,13200
61,1,1,20,40700
39,1,1,20,29700
32,1,1,10,21200
33,1,1,6,19700
25,1,1,3,14200
35,3,1,15,25400
25,1,1,2,13700
22,1,1,1,11700
28,2,1,3,15800
23,1,1,0,11700
39,1,1,17,28200
40,2,1,19,29800
27,1,0,0,13600
35,2,1,13,24300
55,1,1,23,39200
23,1,1,3,13200
26,1,1,6,16200
35,1,1,13,24200
28,1,1,6,17200
23,1,1,2,12700
38,1,1,9,23700
39,1,1,25,32200
19,1,1,5,12200
27,2,1,6,16800
26,1,1,5,15700
28,1,1,6,17200
52,1,1,28,40200
36,3,1,7,21900
51,1,1,3,27200
38,2,1,15,26800
52,2,1,8,30300
22,1,1,3,12700
29,1,1,7,18200
36,2,1,16,26300
37,1,1,16,26700
30,1,1,9,19700
34,1,1,11,22700
51,2,1,30,40800
21,1,0.5,0,10650
34,1,1,6,20200
26,3,1,4,15400
25,1,1,2,13700
38,3,1,8,23400
59,1,1,37,48200
36,1,1,2,19200
38,1,1,19,28700
30,3,1,6,18400
30,2,1,5,17800
26,1,1,4,15200
28,1,1,1,14700
31,2,1,2,16800
53,2,1,20,36800
24,1,1,3,13700
28,1,1,5,16700
34,2,1,7,20800
32,2,1,11,21800
21,1,1,1,11200
38,1,1,15,26700
28,1,0,0,14100
45,2,1,23,34300
28,1,1,5,16700
30,2,0,0,15200
23,2,1,1,12300
34,2,1,10,22300
51,2,1,30,40800
42,2,1,20,31300
28,1,1,3,15700
32,1,1,11,21700
30,1,1,8,19200
48,1,1,17,32700
35,1,1,5,20200
39,1,1,19,29200
24,1,1,0,12200
30,1,1,6,18200
36,2,1,14,25300
37,1,1,4,20700
26,1,1,4,15200
29,1,1,4,16700
47,2,1,25,36300
31,1,1,10,20700
40,1,1,1,20700
29,1,1,6,17700
30,1,1,9,19700
29,1,1,3,16200
25,2,1,5,15300
22,1,1,1,11700
27,1,1,3,15200
66,1,0,0,33100
25,2,0,0,12700
30,2,1,7,18800
26,2,1,1,13800
48,3,1,33,40900
41,1,1,18,29700
33,1,1,10,21700
28,2,1,5,16800
37,1,1,0,18700
29,1,1,6,17700
24,1,0,0,12100
28,1,1,6,17200
63,1,1,32,47700
29,1,1,5,17200
48,1,1,21,34700
28,2,1,6,17300
32,2,1,4,18300
27,1,1,5,16200
33,2,1,5,19300
30,1,1,3,16700
29,2,1,7,18300
26,1,1,3,14700
25,1,1,5,15200
22,1,1,2,12200
27,1,1,4,15700
39,1,1,19,29200
29,1,1,1,15200
27,2,1,7,17300
25,1,0,0,12600
42,2,1,20,31300
33,2,1,15,24300
23,1,1,2,12700
39,1,1,5,22200
30,1,1,5,17700
25,2,1,3,14300
22,1,1,2,12200
36,3,1,4,20400
21,1,1,1,11200
29,1,1,1,15200
32,1,1,3,17700
28,1,0.5,0,14150
31,1,1,7,19200
50,2,1,0,25300
26,1,1,7,16700
29,2,1,0,14800
32,2,1,9,20800
39,1,1,16,27700
42,1,1,20,31200
38,2,1,20,29300
40,1,1,13,26700
37,1,1,1,19200
25,1,1,4,14700
34,2,1,10,22300
34,2,1,10,22300
42,2,1,10,26300
40,2,1,18,29300
40,1,1,19,29700
27,2,1,5,16300
40,1,1,12,26200
26,2,1,3,14800
30,1,1,6,18200
31,1,1,9,20200
29,3,0,0,14800
34,1,1,6,20200
50,2,1,26,38300
46,2,1,22,34300
39,1,1,19,29200
28,1,1,2,15200
42,1,1,0,21200
42,2,1,15,28800
53,1,0,0,26600
44,3,1,23,33900
40,2,1,20,30300
27,1,1,2,14700
25,2,1,7,16300
34,2,1,13,23800
31,2,1,8,19800
30,1,1,3,16700
40,2,1,14,27300
25,1,1,3,14200
41,1,1,20,30700
25,1,1,3,14200
39,2,1,17,28300
34,1,1,11,22700
35,1,1,3,19200
27,1,1,8,17700
29,2,1,5,17300
44,1,1,21,32700
25,1,1,2,13700
27,1,1,5,16200
30,1,1,5,17700
62,1,1,30,46200
40,2,1,20,30300
44,2,1,7,25800
21,1,0.5,0,10650
38,1,1,16,27200
28,2,1,7,17800
31,1,1,5,18200
26,1,0.5,0,13150
35,1,1,7,21200
39,2,1,15,27300
35,1,1,2,18700
31,1,1,9,20200
29,1,1,8,18700
37,1,1,4,20700
31,1,1,5,18200
31,1,1,1,16200
25,2,1,1,13300
32,1,1,10,21200
24,1,0.5,0,12150
19,1,0.5,0,9650
26,1,1,1,13700
41,2,1,17,29300
31,2,1,4,17800
43,2,1,25,34300
31,1,1,10,20700
22,1,1,2,12200
24,1,1,2,13200
26,1,1,2,14200
21,1,0.5,0,10650
23,1,1,2,12700
40,1,1,15,27700
26,2,1,4,15300
24,1,1,3,13700
32,2,1,1,16800
29,2,1,10,19800
43,2,1,20,31800
24,2,1,2,13300
22,1,1,1,11700
25,2,1,4,14800
38,2,1,14,26300
53,2,1,20,36800
39,1,1,8,23700
33,2,1,8,20800
29,2,1,4,16800
31,2,1,3,17300
30,2,1,6,18300
45,1,1,22,33700
21,1,0.5,0,10650
29,1,1,10,19700
60,1,1,39,49700
41,2,1,7,24300
22,1,1,2,12200
31,2,1,6,18800
31,1,1,9,20200
27,1,1,4,15700
38,1,1,19,28700
25,1,1,3,14200
41,1,1,20,30700
24,2,1,3,13800
25,2,0,0,12700
40,2,1,21,30800
39,1,1,15,27200
22,2,1,5,13800
30,3,1,7,18900
25,1,1,2,13700
22,1,1,1,11700
55,2,1,17,36300
39,1,1,10,24700
49,1,1,23,36200
28,2,1,2,15300
45,1,1,22,33700
33,1,1,11,22200
38,1,1,21,29700
19,1,0,0,9600
35,1,0.5,0,17650
22,1,1,1,11700
32,1,1,9,20700
26,1,1,3,14700
24,1,0.5,0,12150
30,1,1,4,17200
48,2,0,0,24200
55,1,1,36,45700
46,1,1,15,30700
33,1,1,12,22700
35,1,1,12,23700
26,1,1,2,14200
23,1,1,2,12700
45,1,1,23,34200
27,1,1,5,16200
52,1,1,24,38200
24,1,1,4,14200
34,1,1,9,21700
41,1,1,14,27700
33,1,1,11,22200
30,1,1,3,16700
27,2,1,5,16300
54,1,1,30,42200
35,1,1,15,25200
39,1,1,4,21700
30,1,1,4,17200
26,1,1,1,13700
24,1,1,5,14700
32,1,1,2,17200
41,1,1,20,30700
19,1,0.5,0,9650
41,2,1,19,30300
32,2,1,10,21300
28,2,1,0,14300
74,2,1,50,62300
36,1,1,7,21700
32,1,1,10,21200
42,1,1,20,31200
29,1,1,10,19700
32,1,1,8,20200
50,2,1,25,37800
38,1,1,12,25200
30,1,1,7,18700
23,1,1,3,13200
31,1,1,9,20200
20,1,0.5,0,10150
34,2,1,10,22300
23,1,1,0,11700
29,1,1,3,16200
22,1,0.5,0,11150
61,1,1,37,49200
23,2,0.5,0,11750
33,2,1,11,22300
38,1,1,18,28200
27,1,1,2,14700
44,1,1,23,33700
28,1,1,7,17700
26,1,0.5,0,13150
54,1,1,30,42200
30,1,1,6,18200
46,1,1,15,30700
38,2,1,14,26300
33,1,1,11,22200
48,1,1,18,33200
36,1,1,0,18200
34,2,1,5,19800
33,2,0.5,0,16750
59,1,1,37,48200
39,1,1,20,29700
23,1,1,2,12700
59,1,1,38,48700
22,1,0.5,0,11150
44,1,1,14,29200
29,1,1,7,18200
42,1,1,21,31700
30,1,1,10,20200
27,1,1,0,13700
38,2,1,15,26800
27,2,0.5,0,13750
25,1,1,3,14200
37,2,1,15,26300
26,1,1,5,15700
24,1,1,2,13200
24,1,1,4,14200
64,2,1,32,48300
36,1,1,15,25700
26,1,1,4,15200
28,1,1,6,17200
35,2,1,8,21800
30,1,1,8,19200
38,3,1,8,23400
25,2,1,3,14300
35,1,1,12,23700
27,2,1,5,16300
40,1,1,19,29700
36,2,1,11,23800
44,1,1,20,32200
26,1,0.5,0,13150
22,1,0.5,0,11150
62,2,1,42,52300
47,2,1,20,33800
23,1,1,0,11700
35,2,1,18,26800
39,3,1,20,29900
48,1,1,29,38700
23,1,1,3,13200
24,1,1,0,12200
39,2,1,13,26300
53,2,1,30,41800
29,1,1,0,14700
25,1,1,4,14700
29,1,0,0,14600
37,2,1,17,27300
20,1,1,2,11200
29,2,1,7,18300
35,1,1,0,17700
41,1,1,11,26200
40,1,1,18,29200
26,1,1,5,15700
35,2,1,15,25300
44,1,1,20,32200
28,2,1,4,16300
49,3,1,38,43900
57,1,1,36,46700
41,1,1,20,30700
30,1,1,3,16700
44,2,1,12,28300
54,1,1,30,42200
38,2,1,17,27800
30,2,1,0,15300
54,1,1,10,32200
32,1,1,9,20700
23,1,1,0,11700
28,1,1,3,15700
22,1,1,1,11700
53,1,1,11,32200
25,1,1,2,13700
23,1,0.5,0,11650
28,2,1,6,17300
33,2,1,11,22300
18,1,0.5,0,9150
37,1,1,19,28200
23,1,1,2,12700
22,1,1,3,12700
35,2,1,9,22300
23,1,0,0,11600
46,1,1,39,42700
30,1,1,0,15200
28,1,1,5,16700
27,2,1,5,16300
31,2,1,8,19800
40,1,1,18,29200
22,1,1,2,12200
40,2,1,18,29300
22,1,1,0,11200
47,3,1,20,33900
35,1,1,2,18700
35,1,1,12,23700
32,2,1,9,20800
46,1,1,0,23200
34,2,1,10,22300
45,2,1,25,35300
38,1,1,15,26700
42,1,1,8,25200
37,1,1,15,26200
27,2,1,2,14800
23,1,1,2,12700
32,2,1,10,21300
22,1,0.5,0,11150
30,2,1,6,18300
43,1,1,26,34700
35,3,0,0,17800
30,1,1,7,18700
37,1,1,15,26200
51,3,1,20,35900
40,3,1,5,22900
41,2,0.5,0,20750
29,1,1,6,17700
29,2,1,5,17300
33,3,1,7,20400
28,1,1,8,18200
27,1,1,5,16200
25,1,1,9,17200
46,2,1,20,33300
30,2,1,8,19300
38,1,1,10,24200
24,2,1,0,12300
25,1,1,2,13700
35,1,1,5,20200
36,1,0,0,18100
46,1,0,0,23100
29,1,1,8,18700
28,1,1,6,17200
32,1,1,10,21200
44,1,1,20,32200
32,1,1,8,20200
25,1,1,5,15200
27,2,1,3,15300
29,1,1,11,20200
23,1,1,1,12200
20,1,1,3,11700
34,2,1,5,19800
50,2,1,24,37300
54,1,1,35,44700
59,1,1,36,47700
54,1,1,32,43200
47,1,1,26,36700
32,2,1,7,19800
36,2,1,10,23300
45,2,1,23,34300
27,1,1,2,14700
29,1,1,6,17700
20,1,0.5,0,10150
41,1,1,2,21700
57,1,1,35,46200
32,1,1,10,21200
73,1,1,30,51700
25,1,1,2,13700
36,1,1,22,29200
21,2,1,4,12800
26,1,1,4,15200
31,2,1,6,18800
48,1,1,22,35200
29,1,1,7,18200
28,3,1,3,15900
41,3,1,10,25900
40,2,1,16,28300
38,2,1,10,24300
37,2,1,15,26300
33,2,1,11,22300
40,1,1,13,26700
30,1,1,11,20700
24,1,1,2,13200
33,1,1,17,25200
37,1,1,12,24700
29,2,1,0,14800
26,1,1,6,16200
28,1,1,3,15700
26,2,1,5,15800
27,1,1,4,15700
31,2,1,10,20800
36,2,1,8,22300
30,2,0.5,0,15250
31,1,1,6,18700
31,1,1,6,18700
31,1,1,7,19200
22,1,1,2,12200
28,2,1,7,17800
35,2,1,10,22800
25,2,1,3,14300
33,1,1,9,21200
47,1,1,27,37200
27,1,1,5,16200
25,1,1,0,12700
33,2,1,13,23300
34,2,1,1,17800
28,1,1,6,17200
25,2,1,7,16300
28,1,1,4,16200
28,1,1,6,17200
37,2,1,14,25800
44,1,1,24,34200
30,1,1,10,20200
29,1,1,5,17200
33,2,1,6,19800
29,3,1,3,16400
49,1,1,25,37200
25,1,1,3,14200
26,1,1,5,15700
27,1,1,7,17200
42,1,1,26,34200
31,1,1,9,20200
77,2,0,0,38700
74,1,0,0,37100
34,1,1,12,23200
39,1,1,14,26700
34,1,1,10,22200
65,2,1,25,45300
26,1,0.5,0,13150
31,1,0,0,15600
26,1,1,1,13700
73,2,1,50,61800
38,2,1,15,26800
32,2,1,6,19300
27,2,1,4,15800
23,1,1,2,12700
24,1,1,4,14200
26,2,1,4,15300
32,1,1,10,21200
27,1,1,4,15700
34,1,1,10,22200
42,2,1,19,30800
49,1,1,24,36700
24,1,1,3,13700
38,2,1,17,27800
42,1,1,12,27200
31,1,1,3,17200
31,1,1,5,18200
30,2,1,4,17300
30,1,1,4,17200
32,2,1,8,20300
25,1,1,10,17700
26,1,1,6,16200
26,1,1,10,18200
27,1,1,3,15200
38,1,1,15,26700
33,2,1,10,21800
55,2,1,17,36300
38,2,1,8,23300
62,2,0,0,31200
30,1,1,10,20200
24,2,1,2,13300
22,1,1,2,12200
25,1,1,3,14200
27,1,1,3,15200
40,1,0.5,0,20150
34,1,1,9,21700
28,1,1,3,15700
29,1,1,5,17200
37,1,1,15,26200
31,1,1,3,17200
24,1,1,2,13200
26,1,1,3,14700
30,2,1,2,16300
40,1,1,12,26200
31,1,1,9,20200
31,1,1,6,18700
28,2,1,6,17300
38,1,1,6,22200
44,1,1,15,29700
26,2,0.5,0,13250
26,1,1,1,13700
47,1,1,25,36200
24,1,1,2,13200
46,2,1,11,28800
27,1,0.5,0,13650
34,1,1,2,18200
24,1,1,2,13200
39,2,1,17,28300
29,2,1,9,19300
32,1,1,7,19700
61,2,1,36,48800
30,1,1,5,17700
25,1,1,6,15700
30,1,1,4,17200
27,1,1,5,16200
42,1,1,20,31200
48,1,1,21,34700
24,1,1,2,13200
30,2,1,1,15800
32,1,1,0,16200
31,2,1,7,19300
38,1,1,18,28200
41,2,1,15,28300
44,1,1,25,34700
23,1,1,2,12700
35,1,1,12,23700
33,1,1,10,21700
66,2,0,0,33200
33,1,1,6,19700
30,1,1,12,21200
36,2,1,14,25300
30,3,1,3,16900
32,1,1,10,21200
30,1,1,7,18700
36,2,1,11,23800
40,2,1,17,28800
28,2,1,6,17300
23,2,1,3,13300
46,1,1,24,35200
40,1,1,20,30200
24,2,0,0,12200
38,1,1,15,26700
30,2,1,2,16300
40,2,1,6,23300
27,2,1,4,15800
58,1,0,0,29100
27,1,1,1,14200
31,2,1,10,20800
29,2,1,6,17800
37,1,1,10,23700
31,1,1,9,20200
27,1,1,5,16200
35,2,1,8,21800
22,1,1,1,11700
23,1,1,3,13200
22,1,0,0,11100
45,2,1,15,30300
34,2,1,10,22300
28,1,1,5,16700
24,1,1,2,13200
37,1,1,16,26700
25,1,1,2,13700
25,1,1,2,13700
29,2,1,6,17800
51,1,1,17,34200
45,1,1,22,33700
25,1,1,1,13200
27,1,1,2,14700
21,1,0.5,0,10650
21,1,0.5,0,10650
40,2,1,15,27800
25,1,1,0,12700
33,2,1,13,23300
27,1,1,3,15200
24,2,1,4,14300
27,1,1,5,16200
34,1,1,16,25200
38,1,1,17,27700
28,2,1,3,15800
36,2,1,15,25800
54,1,1,30,42200
48,2,1,24,36300
57,2,1,32,44800
40,1,1,9,24700
36,1,1,8,22200
29,1,1,3,16200
28,1,1,5,16700
39,2,1,14,26800
27,1,1,5,16200
25,1,1,5,15200
39,1,1,17,28200
27,1,1,4,15700
50,2,1,24,37300
29,1,1,6,17700
34,1,1,13,23700
30,3,1,3,16900
26,1,1,4,15200
30,1,1,6,18200
39,1,1,10,24700
24,1,1,3,13700
45,2,1,21,33300
27,1,1,4,15700
28,1,1,9,18700
26,2,0.5,0,13250
34,1,1,15,24700
39,1,1,6,22700
38,1,1,16,27200
36,1,1,9,22700
36,2,1,3,19800
22,1,1,0,11200
31,1,0.5,0,15650
31,1,1,6,18700
25,1,1,8,16700
33,1,1,6,19700
26,1,1,1,13700
28,1,1,6,17200
41,1,1,21,31200
20,1,1,1,10700
35,1,1,15,25200
32,2,1,6,19300
24,1,1,2,13200
60,2,1,20,40300
29,1,1,5,17200
23,2,1,3,13300
32,2,1,10,21300
57,1,1,42,49700
27,1,1,4,15700
38,2,1,19,28800
31,1,1,2,16700
25,2,1,2,13800
36,2,1,14,25300
40,1,1,10,25200
50,1,1,10,30200
38,2,1,2,20300
29,1,1,4,16700
49,1,1,32,40700
23,1,1,2,12700
23,1,1,1,12200
24,1,1,1,12700
36,1,1,14,25200
30,1,1,6,18200
50,2,1,20,35300
45,1,1,24,34700
27,1,1,4,15700
35,2,1,9,22300
48,1,1,23,35700
45,1,1,23,34200
40,2,1,15,27800
30,2,1,7,18800
49,1,1,20,34700
54,2,1,23,38800
23,1,1,5,14200
30,1,1,6,18200
42,2,1,16,29300
29,3,1,2,15900
25,2,1,3,14300
30,1,1,12,21200
26,1,1,6,16200
35,1,1,14,24700
42,2,1,9,25800
20,1,0.5,0,10150
45,2,1,6,25800
36,1,1,14,25200
45,3,1,16,30900
32,1,1,7,19700
35,1,1,13,24200
20,1,0.5,0,10150
37,1,1,14,25700
47,1,0,0,23600
34,2,1,12,23300
61,3,1,36,48900
34,1,0,0,17100
35,1,1,10,22700
28,1,1,3,15700
57,1,1,38,47700
31,1,1,1,16200
29,1,1,7,18200
36,1,1,15,25700
37,1,1,10,23700
54,1,1,30,42200
41,2,1,18,29800
38,1,1,17,27700
60,2,1,29,44800
21,1,0.5,0,10650
27,1,1,3,15200
29,1,1,8,18700
51,1,1,26,38700
51,2,1,28,39800
41,1,1,8,24700
45,1,1,20,32700
38,2,1,8,23300
33,1,1,13,23200
59,1,0,0,29600
31,1,1,10,20700
40,2,1,0,20300
41,2,1,10,25800
38,2,1,20,29300
22,1,1,5,13700
21,1,1,3,12200
23,1,1,3,13200
45,2,1,15,30300
27,1,1,0,13700
23,1,1,6,14700
34,2,0,0,17200
31,2,1,5,18300
33,1,1,5,19200
34,1,1,13,23700
36,2,1,13,24800
31,1,1,8,19700
31,1,1,8,19700
27,1,1,4,15700
25,2,1,6,15800
22,1,1,0,11200
33,2,1,11,22300
44,2,1,22,33300
22,1,1,0,11200
36,1,1,13,24700
26,1,1,4,15200
49,2,1,30,39800
27,2,1,4,15800
27,2,1,2,14800
29,1,1,6,17700
25,1,1,4,14700
27,1,1,3,15200
23,1,1,1,12200
35,1,1,7,21200
38,1,1,20,29200
36,2,1,17,26800
27,1,1,5,16200
26,2,1,3,14800
27,1,1,2,14700
23,1,1,2,12700
46,3,1,20,33400
24,1,0.5,0,12150
35,2,1,12,23800
31,2,1,5,18300
36,3,1,12,24400
34,2,1,11,22800
26,1,1,6,16200
31,1,1,1,16200
26,1,1,5,15700
24,1,0.5,0,12150
50,1,1,25,37700
24,1,1,4,14200
36,1,1,16,26200
44,2,1,4,24300
36,2,1,12,24300
40,2,1,16,28300
31,1,1,11,21200
51,2,1,10,30800
51,1,1,30,40700
42,3,1,12,27400
38,1,1,16,27200
30,2,1,1,15800
42,1,1,10,26200
33,2,0,0,16700
23,1,1,3,13200
30,2,1,6,18300
31,2,1,10,20800
31,3,1,13,22400
24,1,0.5,0,12150
37,2,1,15,26300
44,2,1,5,24800
57,1,1,28,42700
45,1,1,22,33700
37,2,1,10,23800
28,2,1,3,15800
24,1,1,2,13200
70,3,0,0,35300
54,2,1,32,43300
46,1,1,20,33200
36,1,1,15,25700
26,1,0,0,13100
54,1,1,31,42700
51,1,1,30,40700
57,2,1,35,46300
62,3,1,40,51400
28,1,1,7,17700
36,2,1,10,23300
26,1,1,4,15200
34,1,1,15,24700
30,2,1,8,19300
23,1,1,0,11700
51,2,1,25,38300
28,1,1,4,16200
34,3,1,12,23400
28,2,1,7,17800
44,2,1,20,32300
27,1,1,1,14200
28,1,1,3,15700
34,1,1,11,22700
42,2,1,8,25300
36,1,1,6,21200
39,1,1,15,27200
28,1,1,2,15200
27,2,1,4,15800
31,1,1,7,19200
24,1,0,0,12100
22,1,1,3,12700
38,3,1,15,26900
48,1,1,23,35700
32,2,1,6,19300
36,2,1,13,24800
38,2,1,8,23300
28,1,1,6,17200
29,2,1,8,18800
23,1,1,2,12700
26,2,1,8,17300
23,1,0.5,0,11650
25,1,1,3,14200
28,1,1,8,18200
24,1,1,3,13700
27,2,1,3,15300
37,1,1,7,22200
32,2,1,9,20800
32,2,1,12,22300
38,2,1,10,24300
33,1,1,11,22200
63,1,1,25,44200
34,1,1,10,22200
30,2,1,2,16300
28,1,1,7,17700
31,3,1,3,17400
36,1,1,15,25700
33,2,1,10,21800
26,1,1,2,14200
26,1,1,4,15200
39,1,1,1,20200
42,2,1,20,31300
33,1,1,5,19200
23,1,1,1,12200
29,1,1,2,15700
35,2,1,11,23300
25,2,1,4,14800
58,1,1,38,48200
25,1,1,5,15200
37,1,1,13,25200
31,1,1,7,19200
24,1,1,3,13700
41,1,0,0,20600
50,3,1,0,25400
27,1,1,5,16200
26,1,1,5,15700
43,1,1,22,32700
24,1,1,2,13200
30,2,1,8,19300
27,1,1,6,16700
40,1,1,14,27200
39,3,1,14,26900
22,1,1,4,13200
21,1,1,1,11200
26,1,1,1,13700
26,2,1,4,15300
37,1,1,10,23700
45,2,1,14,29800
40,1,1,7,23700
31,1,1,8,19700
43,2,1,18,30800
33,1,1,3,18200
42,1,1,15,28700
34,2,1,2,18300
25,1,1,1,13200
29,2,1,5,17300
24,1,1,2,13200
55,3,1,26,40900
30,1,1,5,17700
24,2,1,4,14300
48,1,1,26,37200
25,1,1,4,14700
24,1,1,7,15700
27,1,1,5,16200
32,1,1,9,20700
30,2,0.5,0,15250
36,1,1,5,20700
42,2,1,10,26300
32,2,1,3,17800
40,2,1,19,29800
28,1,1,8,18200
31,1,1,11,21200
35,1,1,19,27200
30,2,1,8,19300
34,1,1,10,22200
33,2,1,6,19800
34,1,1,13,23700
32,2,1,7,19800
22,1,0.5,0,11150
29,1,1,4,16700
26,1,1,4,15200
38,2,1,10,24300
31,1,1,11,21200
52,1,1,27,39700
29,2,1,5,17300
33,1,1,13,23200
34,1,1,9,21700
34,2,1,12,23300
36,2,1,4,20300
35,1,1,13,24200
57,1,1,20,38700
30,1,1,9,19700
29,3,1,2,15900
31,2,1,7,19300
30,2,1,3,16800
28,1,1,8,18200
25,1,1,3,14200
32,1,1,0,16200
29,2,1,2,15800
33,1,1,8,20700
35,2,1,15,25300
29,2,1,17,23300
28,1,1,4,16200
26,1,1,1,13700
25,1,1,1,13200
29,1,1,2,15700
29,1,1,6,17700
38,1,1,6,22200
24,1,1,2,13200
42,2,1,23,32800
31,1,1,8,19700
73,1,1,40,56700
60,2,1,30,45300
25,1,1,3,14200
33,1,1,4,18700
42,1,1,20,31200
72,1,0,0,36100
25,1,1,6,15700
37,2,1,11,24300
34,1,1,8,21200
24,1,1,2,13200
33,1,1,11,22200
53,1,1,32,42700
30,2,1,8,19300
34,1,1,2,18200
29,1,1,7,18200
42,2,1,0,21300
31,3,1,7,19400
30,2,1,9,19800
39,1,1,15,27200
22,1,1,1,11700
29,1,1,7,18200
24,1,1,1,12700
27,1,1,1,14200
26,1,1,3,14700
25,1,1,7,16200
32,1,1,5,18700
26,1,1,1,13700
29,1,1,6,17700
25,1,1,3,14200
50,1,1,25,37700
26,2,1,6,16300
58,1,1,35,46700
31,2,1,11,21300
36,1,1,11,23700
31,1,1,4,17700
25,1,1,3,14200
25,1,1,5,15200
26,2,1,0,13300
55,1,1,33,44200
27,1,1,4,15700
24,2,1,0,12300
33,1,1,10,21700
26,1,1,3,14700
38,1,1,15,26700
37,2,1,14,25800
36,1,1,1,18700
28,1,1,2,15200
45,1,0,0,22600
26,1,1,2,14200
30,1,1,10,20200
40,1,1,20,30200
26,2,1,8,17300
27,1,1,6,16700
42,1,1,20,31200
50,1,1,15,32700
32,1,1,3,17700
46,1,1,24,35200
30,2,1,4,17300
35,1,1,11,23200
35,2,1,2,18800
33,2,1,9,21300
37,2,1,14,25800
28,1,1,0,14200
24,1,1,2,13200
39,1,1,18,28700
21,1,0.5,0,10650
25,1,0.5,0,12650
48,1,1,25,36700
30,2,1,3,16800
30,2,1,3,16800
37,1,1,4,20700
37,2,1,1,19300
30,2,0.5,0,15250
28,2,0.5,0,14250
37,1,1,12,24700
33,1,1,1,17200
35,1,1,10,22700
42,1,1,5,23700
31,1,0,0,15600
31,2,1,10,20800
25,2,1,1,13300
39,1,1,16,27700
27,1,1,0,13700
39,1,1,19,29200
23,1,1,1,12200
42,1,1,10,26200
35,1,1,3,19200
29,1,1,4,16700
28,1,1,4,16200
65,2,0,0,32700
50,1,1,22,36200
18,1,0.5,0,9150
23,1,1,1,12200
30,2,1,6,18300
45,2,1,18,31800
46,1,1,20,33200
29,1,1,6,17700
36,1,1,13,24700
29,1,1,10,19700
33,1,1,2,17700
31,1,1,8,19700
25,1,1,3,14200
33,1,1,2,17700
27,1,1,5,16200
49,2,1,21,35300
59,1,1,37,48200
43,1,1,22,32700
27,2,1,1,14300
26,1,1,7,16700
32,1,1,9,20700
24,1,1,1,12700
55,2,1,35,45300
29,1,1,2,15700
38,2,1,12,25300
36,2,1,14,25300
23,1,1,2,12700
29,1,1,3,16200
36,1,1,12,24200
28,2,1,3,15800
28,1,1,1,14700
31,3,1,2,16900
34,1,1,12,23200
42,1,1,18,30200
50,2,1,9,29800
35,1,1,10,22700
32,2,1,6,19300
39,1,1,10,24700
31,1,1,0,15700
29,1,1,3,16200
25,1,1,3,14200
27,1,1,5,16200
35,1,1,8,21700
39,1,1,20,29700
41,2,1,18,29800
48,1,1,20,34200
39,1,1,8,23700
29,1,1,5,17200
57,3,1,32,44900
